ZipCode,Estimate!!Households!!Total,"Estimate!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more",Estimate!!Households!!Median income (dollars)
65752,199,9,17.1,0,4,34861
65753,1849,17.6,16.4,5.7,3.7,67162
65754,232,24.6,18.5,0,16.8,80900
65755,214,25.7,26.2,0,0,81000
65756,321,29.6,38.3,1.2,0,99099
65757,2847,20.1,17.4,4.3,1.7,66569
65759,385,10.6,7,0.5,1.8,36776
65760,236,3,9.3,0,0,33750
65761,531,4.1,2.6,0.9,2.3,23750
65762,162,7.4,8.6,1.9,0,31750
65764,451,2.7,0,0,6.7,26797
65766,21,38.1,0,14.3,19,80313
65767,734,6,22.5,1.1,3.5,53618
65768,134,8.2,7.5,0,5.2,37857
65769,1046,14.9,7.3,0.2,1.3,48021
65770,1093,18.4,15.9,1.6,4.2,55179
65771,541,17.4,25,3.7,4.8,80274
65772,879,3.5,8.4,1.5,4.2,43319
65773,212,18.4,16.5,0,0,65156
65774,436,4.4,7.1,2.1,2.8,27222
65775,9943,12.8,8.8,1.7,2.3,44402
65777,76,0,0,0,0,"2,500-"
65778,195,7.7,16.4,0,1.5,-
65779,645,3.9,2,2.6,0,29129
65781,3158,16.2,24.2,4.8,2.1,71563
65783,37,21.6,0,0,0,-
65784,0,-,-,-,-,-
65785,2290,15.9,5.5,2.5,2.2,42158
65786,633,13.7,3.2,2.7,3.6,45521
65787,449,18,8.5,0,2.2,51321
65788,135,7.4,15.6,0,3,38281
65789,566,12.7,4.8,2.3,7.1,41591
65790,317,5.7,0,0,0,51467
65791,1496,6.1,7.5,2.3,0.2,37851
65793,2331,6,7.9,3.9,1.6,36330
65801,0,-,-,-,-,-
65802,19169,12.4,9.6,3.2,1.9,43778
65803,18143,10,9.6,2.7,1.9,42485
65804,18992,11.7,12.4,5.5,4.9,52974
65806,7673,4.8,2.3,0.1,1,23360
65807,27017,12.2,8.2,2.7,1.4,45646
65809,4665,9.6,19.8,10.4,18.4,96705
65810,9380,12.5,20.4,7.5,10.7,77332
65897,18,0,0,0,0,-
66002,4632,16.2,13.6,2.8,2.1,52056
66006,2760,19.8,18.5,10.5,6.5,80302
66007,3513,21.2,21.9,14.1,10.2,97954
66008,100,15,35,0,0,67500
66010,258,10.5,1.2,3.9,12.4,47176
66012,3660,16.4,21.7,9.7,8.6,81508
66013,816,17.3,18.8,16.3,26.8,138333
66014,190,15.3,21.6,13.7,14.2,92414
66015,327,8.6,8.3,7.6,0.9,50208
66016,207,20.3,28.5,8.2,7.7,81063
66017,144,25,11.1,2.1,2.8,70714
66018,2358,9.5,21.8,7.9,16.1,93378
66020,524,31.3,10.9,14.5,4,81341
66021,893,13.2,23.7,7.8,7.2,79115
66023,430,8.8,14.2,3.3,0,44837
66024,257,6.6,10.5,0,2.3,41705
66025,2736,19,29.8,11.8,7.5,97845
66026,211,24.6,5.7,0.9,5.2,63558
66027,1568,23.1,31.5,11.8,5.5,99000
66030,8552,20.5,21.4,9.9,5.5,83618
66031,0,-,-,-,-,-
66032,1908,18.1,11.5,3.3,4.8,55208
66033,360,33.9,10.6,2.2,6.4,77895
66035,281,22.4,11.4,5.7,3.9,64250
66039,280,20,2.9,8.6,1.4,52045
66040,1493,16.9,14.9,2,1.7,57330
66041,374,15.2,21.7,2.1,0,54412
66042,242,16.9,7,3.7,1.2,50078
66043,3066,19.1,24.6,13.3,8.7,97739
66044,11620,9.3,11.3,5.2,4,47500
66045,0,-,-,-,-,-
66046,8221,12.1,14.3,3.8,2.5,52868
66047,8986,12.9,11.1,8.2,7.4,56952
66048,14077,12.6,17.6,8.9,4.3,63541
66049,14340,11.6,17.2,13.2,10.6,80983
66050,784,10.6,21,8.5,14.3,96667
66052,735,10.2,17.1,8.6,6.8,67596
66053,2899,14.3,21.4,11.3,9.4,89310
66054,1032,9.5,29.9,5.9,4.9,75625
66056,666,15.3,12.5,4.1,1.4,51250
66058,105,15.2,12.4,5.7,2.9,65625
66060,479,13.4,12.3,18.4,2.3,69464
66061,22894,16.1,22.6,12.9,12.5,97367
66062,27740,12.7,26.1,15.1,11.7,104572
66064,2153,16,18.9,2.2,0.8,60679
66066,1037,17.5,15.2,4,4.5,68427
66067,6269,17.9,15.1,5.6,1.7,59391
66070,773,15.5,31.2,11.6,1.2,85417
66071,5322,15,22.2,4.4,9.5,77455
66072,490,2.4,17.6,8.2,17.1,70833
66073,1032,20.1,20,4.6,7.8,78500
66075,910,12.9,8.1,7.7,0.4,53750
66076,864,19.2,16.4,5.7,3.8,71100
66078,369,14.9,28.2,2.2,2.2,73603
66079,281,10,17.8,5,1.8,64375
66080,400,20,10.8,1.8,16.8,73750
66083,3816,16.1,27,14.6,8.5,100128
66085,3709,15.6,15.6,15.5,31.2,137930
66086,3783,15.7,24,8.7,8.5,84236
66087,866,17,12.5,2.7,5.4,54792
66088,1074,16.9,14,11,5.6,66538
66090,973,13.4,12.3,10,0.9,57031
66091,199,4,12.1,0,17.6,67930
66092,1534,16.6,18.6,12.6,7.9,82963
66093,230,13,42.6,0,3.5,83889
66094,134,10.4,9.7,7.5,3,47500
66095,355,18.9,8.2,3.9,0,59688
66097,468,10.7,17.3,7.3,1.7,60648
66101,4904,6.4,6.8,0.3,0.8,30296
66102,10043,11.4,7.6,2,1.7,40651
66103,6163,11.1,12.2,3,2.4,49970
66104,9418,9.6,13.5,1.9,0.6,47016
66105,877,8.7,1.9,0.7,0,29523
66106,8392,16,15.1,3.8,2.1,54437
66109,9566,14.9,24.5,10.4,8.2,88734
66111,3760,16.3,14.4,4.1,3.1,59130
66112,4884,10.9,9.8,2.6,1.7,50030
66115,0,-,-,-,-,-
66118,0,-,-,-,-,-
66160,0,-,-,-,-,-
66202,8474,16.9,13.6,6.6,4.8,63613
66203,7881,17.4,15.9,7.6,3.2,66187
66204,8582,17.3,18.2,5.3,4.5,67167
66205,6294,15.9,20.4,7.7,16,88665
66206,4562,6.9,22.4,16.3,34.5,151800
66207,6194,14.5,21.6,11.9,19.7,107308
66208,9299,12.2,18.4,11.5,20.4,100643
66209,8076,12.8,16.8,12.4,29.3,121760
66210,9021,17.4,22.4,9.9,8.8,84770
66211,2629,11.2,13.7,11.4,26.2,101551
66212,14579,16.3,16.8,7.6,5.3,69158
66213,12750,12.5,20.3,15.5,18.2,108093
66214,5181,15.7,17.4,6,5.7,65684
66215,11240,13.9,26.4,7.8,5.7,80438
66216,9559,16.7,23.3,8.6,17.9,99575
66217,2553,8.9,13,13.2,16,76052
66218,2588,17.4,23.8,21.5,21.5,136726
66219,6598,15,17.7,13.5,10.7,84492
66220,2848,4.1,27.4,8.8,44.6,177557
66221,8085,5.4,15.9,11.9,46.2,180037
66223,9984,15,21.3,14.8,16.4,102239
66224,4626,8.6,14.8,23.2,38.3,172829
66226,4684,10.3,23.6,25.4,22.9,145896
66227,2926,10.2,17.8,12.9,26.8,121528
66251,7,100,0,0,0,-
66401,733,12.7,15.1,3.8,12,68208
66402,1145,21.9,20.3,8,9.2,77133
66403,272,22.8,19.9,4.8,3.3,76250
66404,142,2.1,10.6,0,14.1,56630
66406,217,6.9,9.2,0,0,58702
66407,135,19.3,20,0,1.5,49962
66408,129,13.2,30.2,30.2,2.3,101719
66409,1635,23.2,24.3,9.5,10.2,88561
66411,525,16,9.1,0,5.3,47202
66412,111,6.3,24.3,0,18,74792
66413,805,10.3,11.3,4.5,1.9,55208
66414,994,20.8,11.3,2.7,6.5,64375
66415,268,16.8,17.2,4.1,2.2,61250
66416,177,12.4,24.9,7.3,0,66875
66417,182,29.1,9.3,2.7,6.6,65000
66418,155,12.3,35.5,3.9,4.5,87083
66419,116,24.1,12.9,0,0,56875
66422,304,6.9,10.2,0,0.3,63522
66423,337,19.9,8.3,5,6.2,57880
66424,211,8.1,27.5,0.5,5.2,58906
66425,252,6.7,10.3,1.2,2,53523
66427,507,15.6,15.2,6.5,4.7,69246
66428,98,4.1,49,11.2,0,105109
66429,175,23.4,17.1,0,0,67054
66431,192,15.1,34.4,0,0.5,75000
66432,172,7.6,51.7,6.4,0,102188
66434,1746,18.6,9.4,3.5,4.6,55714
66436,2395,15.5,14.1,5.2,2.8,57009
66438,52,44.2,19.2,0,0,85500
66439,1010,8.8,8.5,2.2,2.4,47849
66440,839,7.9,14.7,9.8,1.9,60363
66441,10268,16.3,11.6,4.3,0.7,54870
66442,4002,9.1,8,1.2,1,44219
66449,449,18.5,6.5,4.5,15.4,70821
66451,583,15.1,12.9,6,6.9,66198
66501,119,12.6,32.8,5.9,0.8,78194
66502,17645,11.7,12.4,4.4,2.4,48238
66503,6893,12,20.9,10.6,13.1,86828
66506,0,-,-,-,-,-
66507,330,22.1,31.5,3.6,2.7,78646
66508,1754,9.7,17.3,5.1,3.8,50781
66509,1002,13.9,19,0.7,1.2,65738
66510,295,19.3,22.4,0.7,0,58750
66512,1124,11.5,20.8,2.9,7,66408
66514,690,19.3,28.3,19.4,4.3,105071
66515,120,13.3,21.7,8.3,1.7,71923
66516,117,26.5,11.1,0.9,0,64750
66517,683,12,12.7,1.3,0,51185
66518,134,5.2,11.2,0,0,-
66520,245,16.7,28.2,6.5,1.2,78264
66521,555,16.2,11.9,4.9,4.3,56607
66522,65,0,3.1,0,0,21189
66523,1564,16.4,12.8,1.9,1.4,58043
66524,970,20.1,22,5.1,0.6,72083
66526,309,7.8,12,14.9,4.2,70096
66527,70,11.4,4.3,15.7,0,51429
66528,266,23.7,7.9,0,0.4,54063
66531,664,6.6,16.3,14,3.8,65878
66532,226,7.5,27,2.2,10.6,68333
66533,649,8.8,25.3,6.3,0.8,59063
66534,1578,13.6,18.3,5.4,2.9,63182
66535,1368,14.1,15,5.8,6.6,65833
66536,1140,19.9,16.6,9.1,3.7,74429
66537,471,12.3,15.3,7.2,0.8,53194
66538,1309,11.6,16.1,10.4,6.3,67589
66539,1094,15,19.9,7.7,4.4,68571
66540,232,11.6,3,3,3.4,53816
66541,112,14.3,3.6,0.9,0,-
66542,1061,28.6,19.7,6,10.3,92454
66543,443,21.2,15.6,5.6,8.4,78229
66544,120,16.7,5,0,1.7,43333
66546,391,24.3,28.1,3.1,7.9,83512
66547,2942,16.7,21.2,11.4,4.8,78525
66548,341,14.1,8.5,2.1,7.3,66750
66549,612,10.5,10,6.2,4.6,62344
66550,202,23.3,16.3,5,3,66250
66552,215,19.1,9.8,4.2,0,58988
66554,253,10.3,15.8,13.4,7.9,70469
66603,636,3,3.3,0,0,19846
66604,10029,10.4,15.7,2.8,3.2,54102
66605,7926,10.4,17.2,3.4,2.8,52399
66606,4769,14.2,11.6,3.2,1.7,51463
66607,3251,9.5,3.3,2.2,0,27116
66608,2117,15.4,8.1,1.6,0.1,43388
66609,2929,12.9,17.1,5.2,4.5,57280
66610,4339,9.5,30.2,12.4,14,106691
66611,4651,12.2,16.6,3.8,2.3,49830
66612,1283,9,3.2,0,0,21671
66614,14567,13.8,17.4,6.7,4.3,64853
66615,1423,9.7,19.1,16.6,8.8,88705
66616,2370,9.7,6.1,0.9,2.9,43667
66617,3338,18.3,26,8,2.8,81786
66618,3785,19.4,27.3,8.9,7,95173
66619,917,10.1,9.2,2.7,0,48250
66621,0,-,-,-,-,-
66622,0,-,-,-,-,-
66701,4819,12.9,10.9,2.9,2.1,47002
66710,250,10,7.6,6.4,2.4,37250
66711,267,12.4,5.6,4.1,0,32448
66712,764,10.5,15.4,7.5,1,40909
66713,2063,19.4,12,1,1.1,53376
66714,61,3.3,16.4,0,0,45341
66716,189,11.6,30.2,1.1,0,61806
66717,216,14.4,7.4,1.9,1.9,55833
66720,4255,12.5,11.2,3,3.2,55228
66724,366,10.7,13.4,7.7,0,55417
66725,2083,10.5,13.4,3.7,2.8,45881
66732,75,4,14.7,20,4,56750
66733,917,11.1,9.5,2.8,3.4,53304
66734,112,4.5,0,0,0,-
66735,248,14.9,2.8,0,0,52426
66736,1440,11.6,10,3.3,4.6,54292
66738,109,30.3,22.9,0,0,77656
66739,2136,11.4,10.1,2.9,0,41952
66740,74,2.7,17.6,17.6,0,-
66741,84,19,15.5,28.6,0,87000
66742,17,76.5,0,0,0,77250
66743,1562,13.8,9.3,0.4,3,42750
66746,67,40.3,1.5,0,9,77813
66748,1135,11,9.7,11.9,0.7,52131
66749,2873,15.9,10.1,1.4,2.1,49215
66751,307,22.1,4.6,1,0,44632
66753,537,8.9,9.7,0.9,5.4,63991
66754,124,8.1,9.7,0,0,38333
66755,365,27.4,11.8,1.1,1.1,66705
66756,447,20.6,7.4,2.9,7.2,47435
66757,1297,9.7,18,1,1.6,56250
66758,73,16.4,2.7,4.1,0,-
66760,0,-,-,-,-,-
66761,90,27.8,21.1,0,6.7,82083
66762,10029,11.5,9.7,3.3,3.4,42786
66763,1326,11.1,16,3,0.2,51642
66767,158,4.4,0.6,0.6,3.2,43250
66769,176,20.5,18.8,3.4,0,66250
66770,315,21,18.4,2.9,0,61705
66771,368,24.5,12.2,12.5,0,73500
66772,92,9.8,6.5,0,4.3,55357
66773,222,11.3,9.9,0.5,0.5,44167
66775,66,56.1,4.5,0,0,90379
66776,595,12.1,12.3,8.7,1,51477
66777,221,11.8,5.9,1.8,2.7,47159
66778,0,-,-,-,-,-
66779,247,11.3,8.5,13,0,52067
66780,205,3.9,5.9,4.4,21.5,70331
66781,320,3.8,6.9,5.9,0,38611
66782,45,8.9,15.6,0,0,41875
66783,879,14.9,7.5,3.6,3.9,39697
66801,11433,15,8.9,2.4,3.8,50940
66830,87,6.9,20.7,0,0,49191
66833,245,9.8,15.1,0,0,48942
66834,362,22.7,11.9,3.3,1.9,66630
66835,442,21,17.2,4.3,0.7,63750
66838,69,13,27.5,0,0,-
66839,1509,9.7,23.3,5.8,5.3,59375
66840,219,19.2,6.4,3.7,2.3,60313
66842,183,23.5,25.7,3.3,5.5,86161
66843,54,25.9,0,0,0,43654
66845,451,10.9,13.7,2,0.7,51094
66846,1290,12.9,11.9,3.6,4.1,56220
66849,190,10.5,15.3,6.8,13.7,67500
66850,101,0,18.8,0,14.9,54750
66851,292,8.6,7.5,0,3.1,33000
66852,255,11.4,19.2,2.7,2.4,58750
66853,169,11.8,10.1,3,3.6,41563
66854,266,29.7,10.2,0.8,5.3,66250
66856,669,16.7,21.4,3.6,3.4,70729
66857,475,15.6,15.4,1.5,8.4,54183
66858,149,8.7,13.4,4,4.7,49375
66859,84,26.2,14.3,0,4.8,63750
66860,554,14.8,11,3.6,5.1,52563
66861,1316,13.1,13.8,3.2,0.4,53681
66862,54,5.6,9.3,9.3,0,-
66863,32,0,37.5,25,0,105833
66864,158,10.8,7,2.5,1.3,54107
66865,418,21.5,22.2,5.5,2.9,76250
66866,649,10.2,11.9,1.5,1.8,50687
66868,303,21.1,17.8,9.6,5.3,76150
66869,292,10.3,16.8,0,0,48485
66870,53,3.8,11.3,3.8,0,41875
66871,536,19.8,15.9,5.6,4.9,67813
66872,427,5.4,8.9,3.5,4.7,36528
66873,97,9.3,21.6,0,0,52969
66901,2478,16.1,9.1,1.9,2.8,56033
66930,74,4.1,6.8,20.3,0,46875
66932,26,15.4,0,0,0,48750
66933,164,8.5,5.5,1.2,0.6,43448
66935,1039,11.6,11.7,4.3,2.2,49313
66936,140,10.7,5,5,0,34333
66937,330,10.6,12.7,0.6,3.6,53056
66938,491,15.5,10.6,5.5,1.4,46477
66939,180,10.6,12.2,0,3.3,52361
66940,164,20.7,9.1,0,0,35227
66941,58,10.3,3.4,0,0,31563
66942,88,10.2,1.1,0,0,27083
66943,204,6.4,9.3,0,0.5,45625
66944,111,21.6,0.9,4.5,34.2,84375
66945,360,13.9,11.9,5,1.1,51944
66946,96,0,5.2,31.3,0,-
66948,185,10.3,17.8,5.9,3.8,56932
66949,229,21,7.9,4.8,0,48542
66951,345,16.8,10.4,7.2,0.3,47137
66952,195,14.9,2.6,0,3.6,45150
66953,253,16.6,9.5,8.7,0,56542
66955,33,33.3,0,3,0,42321
66956,469,16.8,11.7,2.3,2.8,58958
66958,120,16.7,1.7,5,0.8,68333
66959,100,11,11,6,0,39833
66960,47,10.6,4.3,0,0,44750
66961,11,0,0,0,0,-
66962,104,16.3,14.4,1,4.8,63676
66963,104,11.5,0,3.8,0,29000
66964,87,11.5,1.1,0,1.1,63199
66966,288,5.6,13.2,4.9,3.8,48750
66967,800,13.9,12.8,4.8,2,48790
66968,631,8.2,10.1,0.5,1.6,48162
66970,29,0,24.1,0,17.2,-
67001,754,9.3,18.7,7.8,9.4,63333
67002,5382,13.5,29.5,11.8,10.3,102922
67003,962,5,8.8,5.3,1.2,47292
67004,348,26.1,9.2,3.7,0,60577
67005,6059,14.8,13.1,3.2,2.6,49438
67008,269,7.1,6.3,1.5,13,45489
67009,362,10.5,7.2,0.8,0.3,37813
67010,5578,12.2,19.9,8.1,3.4,64124
67012,6,0,0,0,0,-
67013,1346,12.5,25.7,5,0.7,64554
67016,160,18.1,6.3,4.4,8.1,50000
67017,681,17,18.6,8.5,10,82950
67018,53,13.2,11.3,3.8,0,-
67019,333,18.9,15.3,3.3,1.8,64375
67020,510,19.6,12.2,6.5,0,61702
67021,10,10,20,0,0,43750
67022,657,12.3,10.2,6.2,1.8,48917
67023,75,26.7,1.3,1.3,2.7,55469
67024,464,9.7,4.3,0.9,3,30000
67025,1261,13.6,18.3,8.2,7,71964
67026,1655,12.8,32.6,6,8.9,95778
67028,99,3,13.1,8.1,3,66250
67029,491,9,12.6,1.6,1.2,44232
67030,875,13.9,14.9,18.1,15,96563
67031,873,15.2,17.5,5.2,5.4,66542
67035,358,11.5,9.5,5.3,10.3,55714
67036,59,0,15.3,0,8.5,53304
67037,11389,15.7,20.2,8.4,6.4,75654
67038,259,10,10.8,0.8,1.5,48607
67039,1057,9,23.5,5.7,8.8,69769
67041,87,16.1,20.7,2.3,3.4,68125
67042,6421,16,15.7,1.8,1.2,51770
67045,1284,11.4,8,6.8,1.2,42788
67047,310,4.8,9,9,1.9,46518
67049,20,0,25,0,0,72917
67050,724,13.7,20.9,10.1,14.8,92344
67051,155,12.3,9.7,5.2,0,47250
67052,2654,14.6,25.8,12.2,11.3,98214
67053,195,13.8,20,1,4.1,54931
67054,498,12.4,11.8,3.2,2.6,61667
67055,39,0,28.2,0,0,-
67056,1147,17,11.6,5.8,1.9,51685
67057,125,9.6,7.2,0,0.8,43304
67058,738,17.1,17.3,3.8,5.3,62917
67059,299,20.1,11,3.3,4.3,60938
67060,5230,14.6,24.6,2.4,1.5,64596
67061,61,13.1,1.6,0,8.2,55592
67062,1731,15.5,17.4,5.5,2.7,57005
67063,1285,16.6,12.7,2.6,5.1,58292
67065,119,19.3,5.9,5,28.6,90855
67066,165,9.1,2.4,0,0,49271
67067,795,11.7,31.6,14.2,7.4,103803
67068,1885,12.7,14.7,1.3,2.8,51578
67070,391,15.9,6.1,4.3,3.6,54750
67071,55,0,29.1,0,0,-
67072,175,8,10.3,0,0,-
67073,118,10.2,16.9,3.4,0.8,61250
67074,539,9.8,22.4,3,7.6,61771
67101,2522,18.2,7.6,6.5,6.7,54844
67102,24,25,16.7,0,0,56250
67103,64,15.6,31.3,3.1,0,73750
67104,788,11.8,14.6,6.6,2,51875
67105,69,24.6,5.8,1.4,1.4,55313
67106,171,0,7.6,9.9,14,51953
67107,1081,13.7,16.5,3,3,53899
67108,614,16,20,10.9,3.4,75833
67109,154,29.2,5.8,2.6,1.3,63750
67110,3204,12.5,16.6,6.1,5.7,63580
67111,94,9.6,13.8,9.6,0,54583
67112,108,23.1,25.9,4.6,0,78214
67114,8183,12.2,12.3,5.8,3,59837
67117,816,12.3,19.6,19.2,2.5,79545
67118,299,11.7,10,1,7,52986
67119,549,14.2,17.9,1.6,0,45774
67120,328,19.2,37.2,13.7,4.6,115185
67122,85,9.4,34.1,0,9.4,93036
67123,343,7,14.9,10.2,1.7,47875
67124,3038,16.2,11.5,2.4,6,58387
67127,313,17.9,10.5,7.7,1.9,61875
67131,112,14.3,21.4,0,6.3,68333
67132,105,12.4,33.3,7.6,8.6,97292
67133,2364,19.1,25.4,11.3,4.3,88403
67134,139,14.4,12.2,11.5,4.3,55625
67135,1169,14.3,18,9.3,6.3,73494
67137,169,12.4,9.5,4.1,1.2,52250
67138,202,5,15.8,2,8.9,49590
67140,393,11.2,14.8,3.1,0.8,42361
67142,127,12.6,28.3,0,4.7,66750
67143,61,0,1.6,42.6,0,-
67144,980,17.4,13.1,7,5.6,70441
67146,707,15.7,21.2,6.1,5,72212
67147,3898,18.3,20.4,6.9,3.4,73484
67149,367,23.2,15.8,25.1,4.6,96961
67150,6,0,0,0,0,-
67151,219,10,18.3,1.8,0,45729
67152,3322,12.6,10.7,5.2,3.1,51667
67154,651,10.8,16.3,2.2,2.8,51833
67155,44,40.9,20.5,0,0,83636
67156,5132,10.5,14.2,2.9,4.3,51890
67159,65,13.8,27.7,0,0,66458
67202,1200,17.3,5.7,5,4.3,44309
67203,12899,11.3,10.8,2.3,1,44779
67204,8604,11.7,15.1,7.8,1.8,61029
67205,6825,16.7,22.7,17.4,13.1,105649
67206,7719,10.7,18.1,7.8,16,79837
67207,11072,15.4,15,3.8,4.6,60921
67208,7213,15.5,11.9,4.7,4.1,56270
67209,5085,18.3,25.9,6.9,1.3,77852
67210,3097,12.3,9.8,3.7,0.5,51953
67211,8022,8.4,6.4,1.1,0.9,38708
67212,18369,14.8,15.4,8.2,1.9,60578
67213,8579,8.5,6.1,0.7,1.3,40889
67214,6216,7.4,3.2,1,0,29632
67215,2041,11.6,36.4,3.4,8.5,91914
67216,8516,9.3,6.7,1.9,1.8,41660
67217,11926,15.8,8,3.5,1.1,50000
67218,9915,10.1,12,2.3,2.4,42953
67219,4361,14.1,12.2,6.5,3.6,61590
67220,5422,16.6,16.5,6.4,5.1,69894
67221,0,-,-,-,-,-
67223,188,6.4,41,7.4,16,111786
67226,8241,14,18,10.5,9.2,78349
67227,77,0,26,18.2,7.8,105750
67228,741,5.1,29,14.4,38.6,163068
67230,3877,10.3,25.4,14,28.7,132664
67232,254,0,1.6,6.7,5.5,"2,500-"
67235,4867,18,25,15.8,11.5,106401
67260,0,-,-,-,-,-
67301,5268,10.2,9.6,3.2,2.7,50031
67330,561,11.2,29.8,1.1,2,64648
67332,54,24.1,9.3,0,0,48750
67333,1031,21.1,16.1,1.3,0.7,57813
67334,29,17.2,0,0,20.7,-
67335,1309,7.9,8.3,2.6,1.5,47750
67336,561,9.6,5.9,0.4,0.9,28646
67337,4491,8.1,8.3,3.4,3,43523
67340,152,16.4,0,11.8,2,58468
67341,185,41.1,24.9,0,6.5,78882
67342,350,13.4,13.4,1.1,0.3,49256
67344,257,10.5,7,4.7,1.2,46528
67345,56,41.1,0,0,0,66250
67346,129,15.5,18.6,4.7,0,63472
67347,174,25.3,19,6.9,0,75313
67349,391,12,9.5,9.2,4.1,56250
67351,154,39.6,14.9,0.6,1.3,77778
67352,227,13.7,7.5,0,0.4,41319
67353,187,21.4,4.8,0.5,0,43750
67354,242,17.4,4.5,6.6,1.7,52344
67355,66,16.7,1.5,0,9.1,64375
67356,1046,13.5,9.7,3.6,5.4,51053
67357,4793,13.9,13.3,2.2,2.9,51152
67360,161,2.5,4.3,0,16.8,47321
67361,646,9.6,4.8,0.9,1.4,43452
67363,56,8.9,55.4,0,0,126500
67364,105,3.8,8.6,0,0,-
67401,20683,12.4,14.3,4.5,3.1,54387
67410,4378,12.8,13.1,4.8,6.1,58750
67416,373,19.6,17.4,1.6,6.2,69375
67417,60,13.3,0,1.7,15,73500
67418,62,3.2,3.2,0,0,52857
67420,1652,11.3,7.7,5.4,5.2,49911
67422,511,28.8,17,2.9,9.8,79954
67423,87,24.1,13.8,0,3.4,47292
67425,205,19.5,24.4,1.5,4.4,69875
67427,179,7.8,5,5,1.7,31838
67428,514,13.6,23,5.6,2.9,65000
67430,259,10.8,2.3,6.9,0.4,43906
67431,809,13.1,16.4,6.6,1.2,61016
67432,2525,10.9,12,5.3,0.8,52679
67436,218,9.6,17,0.5,1.8,51800
67437,416,6.5,16.1,12,1.9,61250
67438,87,1.1,12.6,0,2.3,43533
67439,1094,13,16.7,7.2,1.8,55655
67441,349,16.9,18.6,1.4,0.9,53906
67442,75,9.3,0,0,0,42404
67443,748,18.9,25.5,4.4,9.6,85183
67444,247,3.6,15.8,10.5,0,43250
67445,253,8.7,9.9,3.2,0,39720
67446,286,24.8,15.7,1,2.4,61429
67447,141,13.5,2.8,0,12.8,-
67448,402,28.9,11.9,5,2.2,73333
67449,1336,10.9,11,1.3,3.1,58750
67450,241,19.1,14.9,1.7,5.8,64688
67451,400,9.3,16.5,1.8,0,47292
67452,115,20.9,27,5.2,0,79688
67454,334,9.6,10.5,0,0,48462
67455,700,14.7,9.1,7,1.3,48929
67456,1569,17.8,14.5,4.8,2.8,58628
67457,254,11.8,24.4,5.1,0,51705
67458,156,9.6,7.1,7.1,5.8,53657
67459,131,29.8,19.1,0,0,64250
67460,6943,14.2,15.4,5.7,5.1,63389
67464,476,17.2,12,3.2,2.3,57778
67466,309,11.3,16.2,10,0,57159
67467,1118,14.8,15.3,1.9,1.4,54703
67468,104,10.6,6.7,0,0,51364
67470,233,35.6,9.4,4.3,0,71250
67473,822,15.3,12.4,4.6,3.9,57500
67474,95,11.6,18.9,0,0,56161
67475,52,17.3,3.8,11.5,9.6,68000
67476,14,0,0,0,0,-
67478,43,4.7,7,0,0,55486
67480,613,16.8,23.2,5.7,1.1,71750
67481,309,7.4,7.1,2.9,3.2,43393
67482,42,52.4,0,0,0,-
67483,165,16.4,7.3,2.4,4.8,62292
67484,389,4.1,15.2,11.6,1,50268
67485,180,6.7,14.4,4.4,0.6,41250
67487,549,9.3,12,6,2.7,49896
67490,385,23.9,9.9,4.7,0.5,59531
67491,126,8.7,15.9,8.7,3.2,53056
67492,78,7.7,11.5,1.3,0,64444
67501,9336,12.5,8.8,1.9,1.1,43069
67502,9929,18,16.5,4.1,6.9,69085
67505,1376,5.4,10.6,1.2,2.3,37000
67510,105,6.7,15.2,0,8.6,46250
67511,96,12.5,10.4,0,0,41875
67512,102,9.8,30.4,0,11.8,76250
67513,50,10,2,0,38,-
67514,342,24,3.5,2.6,2,55000
67515,23,30.4,0,0,21.7,82679
67516,199,10.6,26.1,5,1.5,54327
67518,13,0,0,15.4,0,52188
67519,86,0,52.3,0,0,100111
67520,119,18.5,16,0,0,58438
67521,63,33.3,34.9,3.2,0,96607
67522,727,22.3,10.6,4.1,4.1,56920
67523,149,18.1,3.4,2.7,4.7,45625
67524,241,26.1,6.6,2.5,0,52188
67525,382,10.7,12.3,4.7,4.7,57500
67526,1002,11.6,8.5,6.5,1.5,47597
67529,69,2.9,13,2.9,15.9,54479
67530,7118,14,12.3,4.5,2.2,51064
67543,902,16.4,15.1,3.7,0.9,58553
67544,1241,13.1,7.8,5.8,2.5,50116
67545,78,3.8,7.7,20.5,9,58750
67546,1022,18,11.2,6.9,3,66371
67547,710,11.1,6.1,2,3.7,50078
67548,713,6.6,6.7,3.8,3.6,45379
67550,2070,12.3,13.5,6.6,1.7,50128
67552,341,13.5,15.2,2.1,3.8,42163
67553,32,18.8,15.6,0,3.1,-
67554,1750,17.7,11.4,2.5,2.9,60536
67556,82,0,25.6,0,0,39167
67557,267,15.7,12.7,1.5,0.7,49634
67559,23,0,0,0,0,61063
67560,618,17.3,18.4,9.2,3.6,73676
67561,527,16.5,12.3,1.7,0,46691
67563,134,11.9,9.7,3.7,3.7,55625
67564,80,12.5,11.3,0,2.5,50625
67565,173,18.5,8.1,1.2,0,54219
67566,477,9,3.4,0.2,1,26799
67567,251,18.7,15.5,0.4,0.4,51875
67568,92,28.3,0,1.1,0,51250
